employeeid,Gender,Age,Education,Tenureinthecompany,PrevousExpinMonths,BuildingTeamCommitment,StrategicThinking,LeadsDecisionMakingandDeliversResults,AnalyticalThinking,CustomerRelations,ServiceQualityandPlanning,SolutionSelling,InMarketExecution,SalesPlanningandForecasting,Negotiation ,ActionableInsights,SolvingProblems,Engage,AppliedThinking,Change,Drive,AverageCompScore,Competency,Attried,PerformanceRating
90000022,2,18,Graduate,3,134,3,2.3,2,2.3,2.5,2,2,2.5,2.7,2,2.5,3.5,2,2.3,2,3,2.4,2,No,2
90000213,2,18,Below High School,3,26,4,2.7,3.3,3,3.5,2.5,3,4,3.3,3.5,3.5,3.5,4.5,3.3,4,3.7,3.5,4,No,1
90000216,2,18,Graduate,3,90,3,2,2,2.3,3,2,2.5,2,2,2.5,2.5,2.5,2.5,2.3,2,2.3,2.3,2,No,3
90000227,2,18,Graduate,3,72,3,2.3,2.3,2.3,3,2,1.5,2.5,2,1.5,1.5,3,2.5,1.7,2.5,2.7,2.3,2,No,3
90000403,2,18,Below High School,3,27,3,2.3,3,2.3,2.5,2.5,1.5,2,2.7,2,2,1.5,3,3,2.5,2.3,2.4,2,No,1
90000404,2,18,Graduate,3,69,3.5,2.7,2.7,3,3,2.5,1.5,3,3,1.5,2.5,3.5,4,2.7,3.5,2.3,2.8,3,No,2
90007037,2,18,Graduate,3,76,3.5,2.3,2.7,2.3,3,2,2.5,2.5,2.7,3,2.5,2.5,3.5,2.7,3,3,2.7,3,No,3
90007233,2,18,High School,3,133,3,2,2.7,2.3,2,2,1.5,2,2.7,1,2,3,3,2.3,2.5,2.7,2.3,2,No,2
90007234,2,18,Below High School,3,32,3.5,2,2,2,2,2,1.5,2,1.7,1,2,2,2,2,2,2.3,2,1,No,1
90008053,2,18,Graduate,3,9,3,1.7,2.7,2.3,2.5,2,2.5,2,2.3,2.5,2,2.5,3.5,2.3,2.5,2.3,2.4,2,No,2
90009334,2,18,Below High School,3,58,3,1.7,2.3,2,2.5,1.5,1.5,2,2,1.5,2,2.5,3,2.3,2.5,2.3,2.2,2,No,1
90000217,2,18,Graduate,3,23,3.5,2.3,3,3,2.5,2,1.5,2.5,2.3,1.5,2.5,3.5,3.5,3,3,2.7,2.6,3,No,2
90003086,2,18,Graduate,3,79,3.5,2.3,3,2.3,2.5,2,2.5,2.5,3,2.5,2,2,2.5,2.7,3,3.3,2.6,3,No,3
90003785,2,18,Graduate,3,74,3.5,2,2.7,2.3,2.5,2,1.5,2,2.7,2,2,3,3,2.3,3.5,2.7,2.5,2,No,2
90006436,2,18,Graduate,3,67,3.5,1.7,2.3,1.3,2,1.5,1.5,2.5,2,1.5,2,2.5,3.5,2,2.5,2,2.1,2,No,2
90007235,2,18,Graduate,3,32,3,3,3,2.7,2.5,2.5,2.5,2.5,2.7,2,3,3,3,3,3,3.3,2.8,3,No,2
90008693,2,18,Graduate,3,35,4,3.3,4,3,3,3.5,3,2.5,3.7,3,2,3.5,3.5,3.3,3.5,3.7,3.3,4,No,2
90000926,1,18,Below High School,3,6,3,2.7,3.3,2.7,2.5,2.5,2.5,3,2.3,2.5,2,3.5,4,3.3,2.5,3,2.8,3,No,1
90000932,2,18,Graduate,3,34,3.5,3,2.7,2.7,4,3,2.5,3.5,3.3,2,3,3.5,4,2.7,3.5,3,3.1,4,No,3
90006440,2,18,Graduate,3,69,3,2.3,2,2.3,2.5,2,2,2.5,2.7,2,2.5,3.5,2,2.3,2,3,2.4,2,No,3
90008057,2,18,Graduate,3,42,4,2.7,3.3,3,3.5,2.5,3,4,3.3,3.5,3.5,3.5,4.5,3.3,4,3.7,3.5,4,No,2
90000405,2,18,Graduate,3,100,3,2,2,2.3,3,2,2.5,2,2,2.5,2.5,2.5,2.5,2.3,2,2.3,2.3,2,No,2
90002368,2,18,Graduate,3,83,3,2.3,2.3,2.3,3,2,1.5,2.5,2,1.5,1.5,3,2.5,1.7,2.5,2.7,2.3,2,No,2
90008051,2,18,Graduate,3,139,3,2.3,3,2.3,2.5,2.5,1.5,2,2.7,2,2,1.5,3,3,2.5,2.3,2.4,2,No,3
11171006,2,18,Post Graduate,3,250,3.5,2.7,2.7,3,3,2.5,1.5,3,3,1.5,2.5,3.5,4,2.7,3.5,2.3,2.8,3,No,5
90003790,2,18,Graduate,3,62,3.5,2.3,2.7,2.3,3,2,2.5,2.5,2.7,3,2.5,2.5,3.5,2.7,3,3,2.7,3,No,2
90007229,2,18,Graduate,3,43,3,2,2.7,2.3,2,2,1.5,2,2.7,1,2,3,3,2.3,2.5,2.7,2.3,2,No,1
90006438,2,18,Graduate,3,79,3.5,2,2,2,2,2,1.5,2,1.7,1,2,2,2,2,2,2.3,2,1,No,1
90001491,2,18,Post Graduate,3,30,3,1.7,2.7,2.3,2.5,2,2.5,2,2.3,2.5,2,2.5,3.5,2.3,2.5,2.3,2.4,2,No,2
90001492,2,18,Graduate,3,78,3,1.7,2.3,2,2.5,1.5,1.5,2,2,1.5,2,2.5,3,2.3,2.5,2.3,2.2,2,No,1
90001678,2,18,Post Graduate,3,32,3.5,2.3,3,3,2.5,2,1.5,2.5,2.3,1.5,2.5,3.5,3.5,3,3,2.7,2.6,3,No,2
90004483,2,18,Graduate,3,123,3.5,2.3,3,2.3,2.5,2,2.5,2.5,3,2.5,2,2,2.5,2.7,3,3.3,2.6,3,No,4
90009330,2,18,Graduate,3,120,3.5,2,2.7,2.3,2.5,2,1.5,2,2.7,2,2,3,3,2.3,3.5,2.7,2.5,2,No,4
90000595,2,18,Post Graduate,3,48,3.5,1.7,2.3,1.3,2,1.5,1.5,2.5,2,1.5,2,2.5,3.5,2,2.5,2,2.1,2,No,2
90002361,2,18,Graduate,3,184,3,3,3,2.7,2.5,2.5,2.5,2.5,2.7,2,3,3,3,3,3,3.3,2.8,3,No,4
90005470,2,18,Graduate,3,77,4,3.3,4,3,3,3.5,3,2.5,3.7,3,2,3.5,3.5,3.3,3.5,3.7,3.3,4,No,4
90006435,2,18,Post Graduate,3,47,3,2.7,3.3,2.7,2.5,2.5,2.5,3,2.3,2.5,2,3.5,4,3.3,2.5,3,2.8,3,No,3
90001139,2,18,Graduate,3,14,3.5,3,2.7,2.7,4,3,2.5,3.5,3.3,2,3,3.5,4,2.7,3.5,3,3.1,4,No,2
90003758,2,18,Post Graduate,3,32,3,2.3,2,2.3,2.5,2,2,2.5,2.7,2,2.5,3.5,2,2.3,2,3,2.4,2,No,2
90004979,2,18,Graduate,3,57,4,2.7,3.3,3,3.5,2.5,3,4,3.3,3.5,3.5,3.5,4.5,3.3,4,3.7,3.5,4,No,2
90006423,2,18,Graduate,3,46,3,2,2,2.3,3,2,2.5,2,2,2.5,2.5,2.5,2.5,2.3,2,2.3,2.3,2,No,1
90003084,2,18,Graduate,3,51,3,2.3,2.3,2.3,3,2,1.5,2.5,2,1.5,1.5,3,2.5,1.7,2.5,2.7,2.3,2,No,2
90006783,2,18,High School,3,6,3,2.3,3,2.3,2.5,2.5,1.5,2,2.7,2,2,1.5,3,3,2.5,2.3,2.4,2,No,1
90000197,2,18,High School,3,7,3.5,2.7,2.7,3,3,2.5,1.5,3,3,1.5,2.5,3.5,4,2.7,3.5,2.3,2.8,3,No,2
90000207,2,18,High School,3,18,3.5,2.3,2.7,2.3,3,2,2.5,2.5,2.7,3,2.5,2.5,3.5,2.7,3,3,2.7,3,No,2
90000210,2,18,High School,3,16,3,2,2.7,2.3,2,2,1.5,2,2.7,1,2,3,3,2.3,2.5,2.7,2.3,2,No,2
90002017,1,18,High School,3,36,3.5,2,2,2,2,2,1.5,2,1.7,1,2,2,2,2,2,2.3,2,1,No,1
90003770,2,18,High School,3,24,3,1.7,2.7,2.3,2.5,2,2.5,2,2.3,2.5,2,2.5,3.5,2.3,2.5,2.3,2.4,2,No,1
90004472,1,18,Graduate,3,137,3,1.7,2.3,2,2.5,1.5,1.5,2,2,1.5,2,2.5,3,2.3,2.5,2.3,2.2,2,No,3
90007723,1,18,High School,3,67,3.5,2.3,3,3,2.5,2,1.5,2.5,2.3,1.5,2.5,3.5,3.5,3,3,2.7,2.6,3,No,2
90008683,2,18,High School,3,16,3.5,2.3,3,2.3,2.5,2,2.5,2.5,3,2.5,2,2,2.5,2.7,3,3.3,2.6,3,No,2
90008684,2,18,High School,3,93,3.5,2,2.7,2.3,2.5,2,1.5,2,2.7,2,2,3,3,2.3,3.5,2.7,2.5,2,No,2
90001555,1,18,High School,3,24,3.5,1.7,2.3,1.3,2,1.5,1.5,2.5,2,1.5,2,2.5,3.5,2,2.5,2,2.1,2,No,1
90004474,2,18,High School,3,136,3,3,3,2.7,2.5,2.5,2.5,2.5,2.7,2,3,3,3,3,3,3.3,2.8,3,No,4
90000195,2,18,Post Graduate,3,5,4,3.3,4,3,3,3.5,3,2.5,3.7,3,2,3.5,3.5,3.3,3.5,3.7,3.3,4,No,2
90008681,2,18,Post Graduate,3,11,3,2.7,3.3,2.7,2.5,2.5,2.5,3,2.3,2.5,2,3.5,4,3.3,2.5,3,2.8,3,No,2
90004473,2,18,Graduate,3,108,3.5,3,2.7,2.7,4,3,2.5,3.5,3.3,2,3,3.5,4,2.7,3.5,3,3.1,4,No,4
90003074,2,18,Graduate,3,90,3,2.3,2,2.3,2.5,2,2,2.5,2.7,2,2.5,3.5,2,2.3,2,3,2.4,2,No,3
90003768,2,18,Graduate,3,95,4,2.7,3.3,3,3.5,2.5,3,4,3.3,3.5,3.5,3.5,4.5,3.3,4,3.7,3.5,4,No,2
90003769,2,18,Graduate,3,90,3,2,2,2.3,3,2,2.5,2,2,2.5,2.5,2.5,2.5,2.3,2,2.3,2.3,2,No,2
90006428,2,18,Graduate,3,64,3,2.3,2.3,2.3,3,2,1.5,2.5,2,1.5,1.5,3,2.5,1.7,2.5,2.7,2.3,2,No,2
90007725,2,18,Graduate,3,31,3,2.3,3,2.3,2.5,2.5,1.5,2,2.7,2,2,1.5,3,3,2.5,2.3,2.4,2,No,3
90007727,2,18,Graduate,3,31,3.5,2.7,2.7,3,3,2.5,1.5,3,3,1.5,2.5,3.5,4,2.7,3.5,2.3,2.8,3,No,2
90068173,2,18,Graduate,3,41,3.5,2.3,2.7,2.3,3,2,2.5,2.5,2.7,3,2.5,2.5,3.5,2.7,3,3,2.7,3,No,3
90000191,2,18,Graduate,3,30,3,2,2.7,2.3,2,2,1.5,2,2.7,1,2,3,3,2.3,2.5,2.7,2.3,2,No,2
90000399,2,18,Below High School,3,15,3.5,2,2,2,2,2,1.5,2,1.7,1,2,2,2,2,2,2.3,2,1,No,1
90001554,2,18,Graduate,3,43,3,1.7,2.7,2.3,2.5,2,2.5,2,2.3,2.5,2,2.5,3.5,2.3,2.5,2.3,2.4,2,No,2
90003773,1,18,Below High School,3,25,3,1.7,2.3,2,2.5,1.5,1.5,2,2,1.5,2,2.5,3,2.3,2.5,2.3,2.2,2,No,1
90007217,2,18,Graduate,3,62,3.5,2.3,3,3,2.5,2,1.5,2.5,2.3,1.5,2.5,3.5,3.5,3,3,2.7,2.6,3,No,2
90007219,2,18,Graduate,3,61,3.5,2.3,3,2.3,2.5,2,2.5,2.5,3,2.5,2,2,2.5,2.7,3,3.3,2.6,3,No,2
90007222,2,18,Graduate,3,20,3.5,2,2.7,2.3,2.5,2,1.5,2,2.7,2,2,3,3,2.3,3.5,2.7,2.5,2,No,2
90008321,1,18,Graduate,3,13,3.5,1.7,2.3,1.3,2,1.5,1.5,2.5,2,1.5,2,2.5,3.5,2,2.5,2,2.1,2,No,2
90009324,2,18,Below High School,3,76,3,3,3,2.7,2.5,2.5,2.5,2.5,2.7,2,3,3,3,3,3,3.3,2.8,3,No,1
90004990,2,18,High School,3,72,4,3.3,4,3,3,3.5,3,2.5,3.7,3,2,3.5,3.5,3.3,3.5,3.7,3.3,4,No,1
90003078,2,18,High School,3,28,3,2.7,3.3,2.7,2.5,2.5,2.5,3,2.3,2.5,2,3.5,4,3.3,2.5,3,2.8,3,No,2
90008690,2,18,Graduate,3,153,3.5,3,2.7,2.7,4,3,2.5,3.5,3.3,2,3,3.5,4,2.7,3.5,3,3.1,4,No,3
90002351,2,18,Graduate,3,118,3,2.3,2,2.3,2.5,2,2,2.5,2.7,2,2.5,3.5,2,2.3,2,3,2.4,2,No,3
90009326,2,18,Graduate,3,41,4,2.7,3.3,3,3.5,2.5,3,4,3.3,3.5,3.5,3.5,4.5,3.3,4,3.7,3.5,4,No,2
90003080,2,18,High School,3,78,3,2,2,2.3,3,2,2.5,2,2,2.5,2.5,2.5,2.5,2.3,2,2.3,2.3,2,No,1
90004479,2,18,Graduate,3,33,3,2.3,2.3,2.3,3,2,1.5,2.5,2,1.5,1.5,3,2.5,1.7,2.5,2.7,2.3,2,No,3
90008323,2,18,Graduate,3,5,3,2.3,3,2.3,2.5,2.5,1.5,2,2.7,2,2,1.5,3,3,2.5,2.3,2.4,2,No,2
90000008,2,18,Graduate,3,38,3.5,2.7,2.7,3,3,2.5,1.5,3,3,1.5,2.5,3.5,4,2.7,3.5,2.3,2.8,3,No,2
90000205,2,18,Below High School,3,20,3.5,2.3,2.7,2.3,3,2,2.5,2.5,2.7,3,2.5,2.5,3.5,2.7,3,3,2.7,3,No,1
90000209,2,18,Graduate,3,27,3,2,2.7,2.3,2,2,1.5,2,2.7,1,2,3,3,2.3,2.5,2.7,2.3,2,No,2
90005459,2,18,Graduate,3,65,3.5,2,2,2,2,2,1.5,2,1.7,1,2,2,2,2,2,2.3,2,1,No,3
90005461,2,18,Graduate,3,26,3,1.7,2.7,2.3,2.5,2,2.5,2,2.3,2.5,2,2.5,3.5,2.3,2.5,2.3,2.4,2,No,4
90006419,2,18,High School,3,53,3,1.7,2.3,2,2.5,1.5,1.5,2,2,1.5,2,2.5,3,2.3,2.5,2.3,2.2,2,No,2
90007036,2,18,Graduate,3,74,3.5,2.3,3,3,2.5,2,1.5,2.5,2.3,1.5,2.5,3.5,3.5,3,3,2.7,2.6,3,No,3
90007223,2,18,Below High School,3,67,3.5,2.3,3,2.3,2.5,2,2.5,2.5,3,2.5,2,2,2.5,2.7,3,3.3,2.6,3,No,1
90007728,2,18,High School,3,48,3.5,2,2.7,2.3,2.5,2,1.5,2,2.7,2,2,3,3,2.3,3.5,2.7,2.5,2,No,2
90003767,2,18,Below High School,3,26,3.5,1.7,2.3,1.3,2,1.5,1.5,2.5,2,1.5,2,2.5,3.5,2,2.5,2,2.1,2,No,1
90006429,2,18,Graduate,3,86,3,3,3,2.7,2.5,2.5,2.5,2.5,2.7,2,3,3,3,3,3,3.3,2.8,3,No,3
90000592,2,18,Graduate,3,66,4,3.3,4,3,3,3.5,3,2.5,3.7,3,2,3.5,3.5,3.3,3.5,3.7,3.3,4,No,2
90004471,2,18,Post Graduate,3,186,3,2.7,3.3,2.7,2.5,2.5,2.5,3,2.3,2.5,2,3.5,4,3.3,2.5,3,2.8,3,No,5
90004476,2,18,Graduate,3,22,3.5,3,2.7,2.7,4,3,2.5,3.5,3.3,2,3,3.5,4,2.7,3.5,3,3.1,4,No,3
90000193,2,18,Post Graduate,3,6,3,2.3,2,2.3,2.5,2,2,2.5,2.7,2,2.5,3.5,2,2.3,2,3,2.4,2,No,2
90000204,2,18,Graduate,3,24,4,2.7,3.3,3,3.5,2.5,3,4,3.3,3.5,3.5,3.5,4.5,3.3,4,3.7,3.5,4,No,1
90000594,2,18,Post Graduate,3,191,3,2,2,2.3,3,2,2.5,2,2,2.5,2.5,2.5,2.5,2.3,2,2.3,2.3,2,No,2
90002352,2,18,Post Graduate,3,70,3,2.3,2.3,2.3,3,2,1.5,2.5,2,1.5,1.5,3,2.5,1.7,2.5,2.7,2.3,2,No,3
90004987,2,18,Post Graduate,3,79,3,2.3,3,2.3,2.5,2.5,1.5,2,2.7,2,2,1.5,3,3,2.5,2.3,2.4,2,No,3
90000010,2,18,Graduate,3,58,3.5,2.7,2.7,3,3,2.5,1.5,3,3,1.5,2.5,3.5,4,2.7,3.5,2.3,2.8,3,No,1
90008679,2,18,Post Graduate,3,25,3.5,2.3,2.7,2.3,3,2,2.5,2.5,2.7,3,2.5,2.5,3.5,2.7,3,3,2.7,3,No,2
90006417,1,18,Graduate,3,19,3,2,2.7,2.3,2,2,1.5,2,2.7,1,2,3,3,2.3,2.5,2.7,2.3,2,No,2
90006421,2,18,Graduate,3,29,3.5,2,2,2,2,2,1.5,2,1.7,1,2,2,2,2,2,2.3,2,1,No,2
90000401,2,18,Post Graduate,3,23,3,1.7,2.7,2.3,2.5,2,2.5,2,2.3,2.5,2,2.5,3.5,2.3,2.5,2.3,2.4,2,No,3
90003079,2,18,Graduate,3,55,3,1.7,2.3,2,2.5,1.5,1.5,2,2,1.5,2,2.5,3,2.3,2.5,2.3,2.2,2,No,1
90000190,2,18,Post Graduate,3,252,3.5,2.3,3,3,2.5,2,1.5,2.5,2.3,1.5,2.5,3.5,3.5,3,3,2.7,2.6,3,No,3
90009314,2,18,Graduate,3,16,3.5,2.3,3,2.3,2.5,2,2.5,2.5,3,2.5,2,2,2.5,2.7,3,3.3,2.6,3,No,2
90000185,2,18,High School,3,64,3.5,2,2.7,2.3,2.5,2,1.5,2,2.7,2,2,3,3,2.3,3.5,2.7,2.5,2,No,1
90003068,2,18,High School,3,123,3.5,1.7,2.3,1.3,2,1.5,1.5,2.5,2,1.5,2,2.5,3.5,2,2.5,2,2.1,2,No,2
90003730,2,18,Graduate,3,47,3,3,3,2.7,2.5,2.5,2.5,2.5,2.7,2,3,3,3,3,3,3.3,2.8,3,No,3
90003745,1,18,High School,3,9,4,3.3,4,3,3,3.5,3,2.5,3.7,3,2,3.5,3.5,3.3,3.5,3.7,3.3,4,No,1
90003747,2,18,High School,3,8,3,2.7,3.3,2.7,2.5,2.5,2.5,3,2.3,2.5,2,3.5,4,3.3,2.5,3,2.8,3,No,1
90003748,1,18,High School,3,9,3.5,3,2.7,2.7,4,3,2.5,3.5,3.3,2,3,3.5,4,2.7,3.5,3,3.1,4,No,1
90004973,1,18,High School,3,77,3,2.3,2,2.3,2.5,2,2,2.5,2.7,2,2.5,3.5,2,2.3,2,3,2.4,2,No,1
90006410,2,18,High School,3,53,4,2.7,3.3,3,3.5,2.5,3,4,3.3,3.5,3.5,3.5,4.5,3.3,4,3.7,3.5,4,No,1
90007709,2,18,Graduate,3,116,3,2,2,2.3,3,2,2.5,2,2,2.5,2.5,2.5,2.5,2.3,2,2.3,2.3,2,No,4
90007716,2,18,High School,3,47,3,2.3,2.3,2.3,3,2,1.5,2.5,2,1.5,1.5,3,2.5,1.7,2.5,2.7,2.3,2,No,2
90009304,1,18,High School,3,33,3,2.3,3,2.3,2.5,2.5,1.5,2,2.7,2,2,1.5,3,3,2.5,2.3,2.4,2,No,1
90009316,2,18,High School,3,36,3.5,2.7,2.7,3,3,2.5,1.5,3,3,1.5,2.5,3.5,4,2.7,3.5,2.3,2.8,3,No,1
90004467,2,18,High School,3,30,3.5,2.3,2.7,2.3,3,2,2.5,2.5,2.7,3,2.5,2.5,3.5,2.7,3,3,2.7,3,No,3
90008046,2,18,High School,3,42,3,2,2.7,2.3,2,2,1.5,2,2.7,1,2,3,3,2.3,2.5,2.7,2.3,2,No,1
90004457,2,18,Graduate,3,71,3.5,2,2,2,2,2,1.5,2,1.7,1,2,2,2,2,2,2.3,2,1,No,3
90006414,2,18,High School,3,140,3,1.7,2.7,2.3,2.5,2,2.5,2,2.3,2.5,2,2.5,3.5,2.3,2.5,2.3,2.4,2,No,1
90007216,2,18,Graduate,3,57,3,1.7,2.3,2,2.5,1.5,1.5,2,2,1.5,2,2.5,3,2.3,2.5,2.3,2.2,2,No,2
90007705,2,18,Graduate,3,74,3.5,2.3,3,3,2.5,2,1.5,2.5,2.3,1.5,2.5,3.5,3.5,3,3,2.7,2.6,3,No,2
90008044,1,18,Graduate,3,103,3.5,2.3,3,2.3,2.5,2,2.5,2.5,3,2.5,2,2,2.5,2.7,3,3.3,2.6,3,No,2
90008673,2,18,Graduate,3,43,3.5,2,2.7,2.3,2.5,2,1.5,2,2.7,2,2,3,3,2.3,3.5,2.7,2.5,2,No,3
90009305,2,18,High School,3,52,3.5,1.7,2.3,1.3,2,1.5,1.5,2.5,2,1.5,2,2.5,3.5,2,2.5,2,2.1,2,No,1
90003062,2,18,Graduate,3,63,3,3,3,2.7,2.5,2.5,2.5,2.5,2.7,2,3,3,3,3,3,3.3,2.8,3,No,2
90003069,2,18,Below High School,3,43,4,3.3,4,3,3,3.5,3,2.5,3.7,3,2,3.5,3.5,3.3,3.5,3.7,3.3,4,No,1
90005448,2,18,Below High School,3,18,3,2.7,3.3,2.7,2.5,2.5,2.5,3,2.3,2.5,2,3.5,4,3.3,2.5,3,2.8,3,No,1
90005455,2,18,Graduate,3,80,3.5,3,2.7,2.7,4,3,2.5,3.5,3.3,2,3,3.5,4,2.7,3.5,3,3.1,4,No,2
90005861,2,18,Graduate,3,36,3,2.3,2,2.3,2.5,2,2,2.5,2.7,2,2.5,3.5,2,2.3,2,3,2.4,2,No,2
90007711,2,18,Graduate,3,102,4,2.7,3.3,3,3.5,2.5,3,4,3.3,3.5,3.5,3.5,4.5,3.3,4,3.7,3.5,4,No,3
90008676,2,18,Below High School,3,93,3,2,2,2.3,3,2,2.5,2,2,2.5,2.5,2.5,2.5,2.3,2,2.3,2.3,2,No,1
90000907,2,18,Graduate,3,23,3,2.3,2.3,2.3,3,2,1.5,2.5,2,1.5,1.5,3,2.5,1.7,2.5,2.7,2.3,2,No,3
90007708,2,18,Graduate,3,124,3,2.3,3,2.3,2.5,2.5,1.5,2,2.7,2,2,1.5,3,3,2.5,2.3,2.4,2,No,3
90009317,2,18,High School,3,0,3.5,2.7,2.7,3,3,2.5,1.5,3,3,1.5,2.5,3.5,4,2.7,3.5,2.3,2.8,3,No,1
90007033,2,18,Graduate,3,63,3.5,2.3,2.7,2.3,3,2,2.5,2.5,2.7,3,2.5,2.5,3.5,2.7,3,3,2.7,3,No,3
90003073,2,18,High School,3,127,3,2,2.7,2.3,2,2,1.5,2,2.7,1,2,3,3,2.3,2.5,2.7,2.3,2,No,2
90008045,2,18,High School,3,41,3.5,2,2,2,2,2,1.5,2,1.7,1,2,2,2,2,2,2.3,2,1,No,2
90009306,2,18,High School,3,139,3,1.7,2.7,2.3,2.5,2,2.5,2,2.3,2.5,2,2.5,3.5,2.3,2.5,2.3,2.4,2,No,2
90009307,2,18,High School,3,74,3,1.7,2.3,2,2.5,1.5,1.5,2,2,1.5,2,2.5,3,2.3,2.5,2.3,2.2,2,No,2
90005457,2,18,Graduate,3,72,3.5,2.3,3,3,2.5,2,1.5,2.5,2.3,1.5,2.5,3.5,3.5,3,3,2.7,2.6,3,No,3
90006778,2,18,Graduate,3,40,3.5,2.3,3,2.3,2.5,2,2.5,2.5,3,2.5,2,2,2.5,2.7,3,3.3,2.6,3,No,2
90009315,2,18,Graduate,3,20,3.5,2,2.7,2.3,2.5,2,1.5,2,2.7,2,2,3,3,2.3,3.5,2.7,2.5,2,No,2
90000544,2,18,Graduate,3,43,3.5,1.7,2.3,1.3,2,1.5,1.5,2.5,2,1.5,2,2.5,3.5,2,2.5,2,2.1,2,No,2
90003751,2,18,Graduate,3,81,3,3,3,2.7,2.5,2.5,2.5,2.5,2.7,2,3,3,3,3,3,3.3,2.8,3,No,3
90008678,2,18,Graduate,3,56,4,3.3,4,3,3,3.5,3,2.5,3.7,3,2,3.5,3.5,3.3,3.5,3.7,3.3,4,No,2
90003728,2,18,Graduate,3,65,3,2.7,3.3,2.7,2.5,2.5,2.5,3,2.3,2.5,2,3.5,4,3.3,2.5,3,2.8,3,No,2
90003729,2,18,Below High School,3,22,3.5,3,2.7,2.7,4,3,2.5,3.5,3.3,2,3,3.5,4,2.7,3.5,3,3.1,4,No,1
90005863,2,18,Graduate,3,74,3,2.3,2,2.3,2.5,2,2,2.5,2.7,2,2.5,3.5,2,2.3,2,3,2.4,2,No,3
90006411,2,18,High School,3,29,4,2.7,3.3,3,3.5,2.5,3,4,3.3,3.5,3.5,3.5,4.5,3.3,4,3.7,3.5,4,No,2
90006776,2,18,High School,3,29,3,2,2,2.3,3,2,2.5,2,2,2.5,2.5,2.5,2.5,2.3,2,2.3,2.3,2,No,2
90009309,2,18,Graduate,3,16,3,2.3,2.3,2.3,3,2,1.5,2.5,2,1.5,1.5,3,2.5,1.7,2.5,2.7,2.3,2,No,3
90009301,2,18,Graduate,3,14,3,2.3,3,2.3,2.5,2.5,1.5,2,2.7,2,2,1.5,3,3,2.5,2.3,2.4,2,No,2
90001553,1,18,Below High School,3,44,3.5,2.7,2.7,3,3,2.5,1.5,3,3,1.5,2.5,3.5,4,2.7,3.5,2.3,2.8,3,No,1
90008048,2,18,Graduate,3,40,3.5,2.3,2.7,2.3,3,2,2.5,2.5,2.7,3,2.5,2.5,3.5,2.7,3,3,2.7,3,No,2
90005449,2,18,Graduate,3,0,3,2,2.7,2.3,2,2,1.5,2,2.7,1,2,3,3,2.3,2.5,2.7,2.3,2,No,5
90000182,2,18,Post Graduate,3,1,3.5,2,2,2,2,2,1.5,2,1.7,1,2,2,2,2,2,2.3,2,1,No,2
90000183,2,18,Post Graduate,3,23,3,1.7,2.7,2.3,2.5,2,2.5,2,2.3,2.5,2,2.5,3.5,2.3,2.5,2.3,2.4,2,No,2
90004461,1,18,Graduate,3,224,3,1.7,2.3,2,2.5,1.5,1.5,2,2,1.5,2,2.5,3,2.3,2.5,2.3,2.2,2,No,2
90008662,2,25,High School,3,24,3.5,2.3,3,3,2.5,2,1.5,2.5,2.3,1.5,2.5,3.5,3.5,3,3,2.7,2.6,3,No,1
90001488,2,25,Graduate,3,122,3.5,2.3,3,2.3,2.5,2,2.5,2.5,3,2.5,2,2,2.5,2.7,3,3.3,2.6,3,No,3
90003717,2,25,High School,3,57,3.5,2,2.7,2.3,2.5,2,1.5,2,2.7,2,2,3,3,2.3,3.5,2.7,2.5,2,No,2
90003719,2,25,High School,3,81,3.5,1.7,2.3,1.3,2,1.5,1.5,2.5,2,1.5,2,2.5,3.5,2,2.5,2,2.1,2,No,1
90004452,2,25,High School,3,88,3,3,3,2.7,2.5,2.5,2.5,2.5,2.7,2,3,3,3,3,3,3.3,2.8,3,No,2
90005440,2,25,High School,3,57,4,3.3,4,3,3,3.5,3,2.5,3.7,3,2,3.5,3.5,3.3,3.5,3.7,3.3,4,No,1
90006400,1,25,High School,3,80,3,2.7,3.3,2.7,2.5,2.5,2.5,3,2.3,2.5,2,3.5,4,3.3,2.5,3,2.8,3,No,1
90006416,2,25,High School,3,52,3.5,3,2.7,2.7,4,3,2.5,3.5,3.3,2,3,3.5,4,2.7,3.5,3,3.1,4,No,1
90007211,2,25,Graduate,3,135,3,2.3,2,2.3,2.5,2,2,2.5,2.7,2,2.5,3.5,2,2.3,2,3,2.4,2,No,4
90007212,2,25,High School,3,36,4,2.7,3.3,3,3.5,2.5,3,4,3.3,3.5,3.5,3.5,4.5,3.3,4,3.7,3.5,4,No,2
90008311,2,25,High School,3,31,3,2,2,2.3,3,2,2.5,2,2,2.5,2.5,2.5,2.5,2.3,2,2.3,2.3,2,No,2
90008664,1,25,High School,3,64,3,2.3,2.3,2.3,3,2,1.5,2.5,2,1.5,1.5,3,2.5,1.7,2.5,2.7,2.3,2,No,1
90003727,2,25,High School,3,46,3,2.3,3,2.3,2.5,2.5,1.5,2,2.7,2,2,1.5,3,3,2.5,2.3,2.4,2,No,3
90006409,2,25,Graduate,3,124,3.5,2.7,2.7,3,3,2.5,1.5,3,3,1.5,2.5,3.5,4,2.7,3.5,2.3,2.8,3,No,2
90001546,2,25,Graduate,3,75,3.5,2.3,2.7,2.3,3,2,2.5,2.5,2.7,3,2.5,2.5,3.5,2.7,3,3,2.7,3,No,3
